ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens
"('chrXV', 780570, 780827)",+,,53.53,11.512925464970229,3.4420193761824103,0.4164285714285731,0.10185714285714285,0.21157142857142805
"('chrXII', 712175, 712705)",-,NM_001182175.1,25.398,5.809142990314028,11.512925464970229,0.7739999999999975,0.6502857142857097,0.403857142857138
"('chrVI', 53827, 54236)",-,NM_001179927.1,43.661,11.512925464970229,11.512925464970229,0.6095714285714283,0.03485714285714286,0.6832857142857068
"('chrXVI', 280823, 281053)",-,,26.446,11.512925464970229,11.512925464970229,0.7837142857142881,0.4970000000000008,0.44671428571428734
"('chrXII', 39671, 39950)",-,NM_001181870.1,22.939,11.512925464970229,11.512925464970229,0.7952857142857159,0.017857142857142856,0.5177142857142871
"('chrII', 406477, 406672)",-,NM_001178430.1,43.804,11.512925464970229,11.512925464970229,0.8601428571428552,0.052714285714285734,0.38428571428571556
"('chrXVI', 139175, 139414)",+,NM_001184032.1,44.183,11.512925464970229,11.512925464970229,0.811857142857145,0.593999999999998,0.6855714285714253
"('chrXV', 552115, 552424)",-,NM_001183541.3,45.165,1.6607312068216509,11.512925464970229,0.4774285714285742,0.47557142857142864,0.3941428571428581
"('chrIV', 216607, 217039)",+,,24.632,0.8393296907380268,11.512925464970229,0.745999999999996,0.4332857142857149,0.4098571428571449
"('chrIV', 238848, 239059)",-,NM_001180184.1,21.98,11.512925464970229,11.512925464970229,0.5934285714285709,0.0495714285714285,0.6407142857142816
"('chrII', 393630, 394060)",+,NM_001178426.2,75.195,11.512925464970229,11.512925464970229,0.32757142857142896,0.8207142857142867,0.7139999999999924
"('chrX', 435677, 435893)",+,NM_001181435.1,14.515,11.512925464970229,11.512925464970229,0.6542857142857085,0.2661428571428559,0.2308571428571413
"('chrXVI', 624027, 624260)",+,NM_001184125.1,64.663,11.512925464970229,11.512925464970229,0.3551428571428588,0.5510000000000003,0.1508571428571412
"('chrIII', 107641, 107837)",+,NM_001184518.1,26.666,6.907755278982137,11.512925464970229,0.9212857142857134,0.5250000000000014,0.40585714285713875
"('chrIII', 107483, 107660)",+,NM_001184518.1,32.028,3.649658740960655,11.512925464970229,0.6475714285714277,0.056142857142857217,0.19285714285714134
"('chrXVI', 883837, 884036)",+,NM_001184525.1,46.212,11.512925464970229,11.512925464970229,0.6029999999999945,0.3905714285714284,0.8738571428571463
"('chrXIII', 425447, 425703)",+,NM_001182578.1,39.749,11.512925464970229,11.512925464970229,0.7889999999999989,0.1594285714285712,0.6245714285714273
"('chrVIII', 186964, 187226)",-,NM_001180027.1,22.323,11.512925464970229,11.512925464970229,0.6974285714285625,0.8185714285714293,0.44328571428571517
"('chrXIV', 545741, 545920)",+,NM_001182883.1,35.934,4.3428059215206005,11.512925464970229,0.2819999999999994,0.520571428571428,0.40514285714285503
"('chrV', 308196, 308398)",+,NM_001184512.1,25.807,11.512925464970229,11.512925464970229,0.826000000000003,0.21714285714285556,0.7001428571428483
"('chrIV', 714697, 714908)",-,NM_001180437.3,37.273,6.907755278982137,11.512925464970229,0.7831428571428589,0.36914285714285794,0.6071428571428565
"('chrVII', 72438, 72687)",-,NM_001181091.1,45.176,6.907755278982137,3.7722610630529876,0.5618571428571414,0.6142857142857111,0.673142857142854
"('chrVIII', 498169, 498336)",-,NM_001184671.1,28.932,11.512925464970229,4.199705077879927,0.5789999999999976,0.781857142857143,0.2877142857142841
"('chrXIII', 98709, 98925)",-,NM_001182444.1,40.564,11.512925464970229,11.512925464970229,0.42585714285714005,0.37514285714285867,0.6645714285714226
"('chrII', 171126, 171354)",+,NM_001178266.1,41.481,11.512925464970229,3.4112477175156566,0.5245714285714265,0.19614285714285698,0.6249999999999961
"('chrXIII', 22810, 23208)",-,NM_001182487.1,70.154,11.512925464970229,5.809142990314028,0.8284285714285726,0.4144285714285712,0.31971428571428434
"('chrIV', 733152, 733325)",-,NM_001180446.3,15.879,1.8325814637483102,11.512925464970229,0.8271428571428585,0.5431428571428527,0.7385714285714226
"('chrXIV', 380139, 380331)",-,NM_001182968.3,31.559,11.512925464970229,11.512925464970229,0.585999999999997,0.03928571428571428,0.5814285714285717
"('chrVII', 250336, 250636)",+,NM_001181002.1,67.638,11.512925464970229,11.512925464970229,0.41314285714285787,0.5107142857142873,0.6564285714285677
"('chrIV', 399811, 400034)",+,NM_001180088.1,39.422,11.512925464970229,5.298317366548036,0.5597142857142847,0.5825714285714264,0.6362857142857099
"('chrVII', 497387, 497549)",-,NM_001181130.3,12.435,2.3025850929940455,11.512925464970229,0.6019999999999971,0.017142857142857144,0.47857142857142837
"('chrI', 87837, 88050)",+,NM_001178175.1,22.313,11.512925464970229,11.512925464970229,0.4918571428571444,0.22599999999999848,0.3035714285714282
"('chrIV', 1319067, 1319247)",-,NM_001180732.1,22.821,5.809142990314028,11.512925464970229,0.6457142857142835,0.03157142857142852,0.2685714285714265
"('chrV', 433121, 433746)",+,NM_001179023.3,52.111,3.6888794541139363,11.512925464970229,0.7098571428571405,0.6957142857142795,0.6252857142857126
"('chrIV', 630355, 630723)",+,NM_001180400.3,59.544,11.512925464970229,11.512925464970229,0.753857142857144,0.3599999999999997,0.20857142857142746
"('chrV', 158444, 158637)",-,NM_001178894.1,19.059,4.422848629194137,1.3983669423541598,0.7834285714285729,0.46214285714285486,0.5908571428571423
"('chrIII', 172565, 172748)",-,NM_001184315.1,39.588,11.512925464970229,11.512925464970229,0.2792857142857114,0.3435714285714298,0.3378571428571411
"('chrIX', 128111, 128698)",+,,52.643,6.907755278982137,11.512925464970229,0.6522857142857095,0.10314285714285697,0.36671428571428477
"('chrV', 308406, 308617)",+,NM_001184512.1,56.508,11.512925464970229,11.512925464970229,0.858285714285717,0.6817142857142785,0.023571428571428563
"('chrIV', 1319170, 1319366)",-,NM_001180732.1,19.919,6.907755278982137,11.512925464970229,0.7157142857142768,0.2932857142857135,0.5385714285714247
"('chrVII', 496815, 497008)",-,NM_001181130.3,25.856,11.512925464970229,1.1208578976154293,0.9820000000000007,0.11900000000000001,0.7525714285714284
"('chrXVI', 677643, 677829)",-,NM_001184160.1,35.76,5.115995809754082,11.512925464970229,0.4311428571428604,0.5977142857142796,0.589714285714286
"('chrIV', 65756, 65927)",+,NM_001180279.1,43.65,4.422848629194137,11.512925464970229,0.951142857142857,0.40285714285714413,0.8029999999999995
"('chrV', 166221, 166424)",-,NM_001180857.3,22.323,11.512925464970229,11.512925464970229,0.5831428571428513,0.39185714285714074,0.6062857142857102
"('chrXI', 83448, 83624)",+,NM_001179756.1,21.081,11.512925464970229,11.512925464970229,0.6364285714285675,0.7441428571428554,0.5267142857142821
"('chrIV', 337974, 338184)",+,NM_001180123.1,13.398,4.268697949366879,11.512925464970229,0.6801428571428538,0.27985714285714275,0.21885714285714167
"('chrIV', 430836, 431022)",-,NM_001180071.1,29.817,3.7722610630529876,11.512925464970229,0.4874285714285737,0.5454285714285673,0.34271428571428586
"('chrII', 462879, 463049)",+,NM_001184520.1,38.536,6.907755278982137,11.512925464970229,0.6812857142857078,0.8531428571428549,0.6407142857142811
"('chrVII', 544088, 544271)",+,NM_001181158.3,16.823,0.33547273628812946,11.512925464970229,0.7024285714285738,0.7037142857142848,0.38014285714285845
"('chrII', 125604, 125820)",+,NM_001178290.1,20.909,11.512925464970229,2.9374633654300153,0.39714285714285974,0.30042857142857177,0.5584285714285661
"('chrVII', 858710, 859023)",-,NM_001181312.1,32.405,4.509860006183766,11.512925464970229,0.6451428571428568,0.576999999999999,0.7812857142857123
"('chrVI', 202742, 202936)",-,NM_001180865.3,21.64,11.512925464970229,2.9374633654300153,0.7292857142857131,0.7072857142857145,0.517714285714283
"('chrVIII', 129978, 130197)",+,NM_001179142.1,51.601,11.512925464970229,11.512925464970229,0.6547142857142818,0.30671428571428266,0.14428571428571313
"('chrXIV', 501606, 502052)",+,,33.393,2.0249533563957662,11.512925464970229,0.6958571428571418,0.40742857142856903,0.6677142857142825
"('chrII', 425966, 426423)",-,NM_001178438.4,41.422,11.512925464970229,11.512925464970229,0.9905714285714292,0.1672857142857145,0.08814285714285748
"('chrX', 171882, 172302)",-,,50.918,11.512925464970229,4.268697949366879,0.7087142857142797,0.33614285714285774,0.6882857142857155
"('chrV', 148644, 148832)",+,NM_001178818.1,34.017,11.512925464970229,11.512925464970229,0.5955714285714284,0.09157142857142865,0.5869999999999945
"('chrIV', 1266219, 1266411)",-,NM_001180705.1,25.613,4.509860006183766,11.512925464970229,0.9468571428571423,0.5780000000000007,0.33500000000000135
"('chrII', 142199, 142396)",-,NM_001178280.1,15.681,1.258781040820931,11.512925464970229,0.42085714285714304,0.5588571428571376,0.540142857142857
"('chrX', 366234, 366452)",+,,25.965,5.521460917862246,11.512925464970229,0.9570000000000003,0.20671428571428405,0.04257142857142859
"('chrXIII', 518013, 518435)",+,NM_001182626.1,39.939,11.512925464970229,11.512925464970229,0.3685714285714269,0.17542857142857118,0.07928571428571439
"('chrIII', 294389, 294543)",+,NM_001178804.1,24.828,11.512925464970229,11.512925464970229,0.6421428571428526,0.2028571428571412,0.6392857142857091
"('chrXIII', 338267, 338453)",+,NM_001182530.1,20.324,3.575550768806933,0.515838165589535,0.6075714285714288,0.4915714285714311,0.5480000000000009
"('chrII', 109870, 110055)",-,NM_001184440.1,43.706,11.512925464970229,11.512925464970229,0.9770000000000003,0.2754285714285716,0.277857142857143
"('chrII', 185802, 185977)",-,NM_001178258.1,24.261,6.907755278982137,0.011060947359424948,0.5094285714285685,0.5754285714285714,0.32542857142857046
"('chrXIII', 720648, 720895)",-,NM_001182732.1,35.859,11.512925464970229,11.512925464970229,0.9744285714285719,0.27614285714285425,0.4201428571428585
"('chrXIII', 855266, 855448)",+,NM_001182800.1,5.931,0.021223636451626688,11.512925464970229,0.8318571428571455,0.4367142857142832,0.45000000000000134
"('chrXIV', 351407, 351603)",+,NM_001182985.1,9.599,11.512925464970229,11.512925464970229,0.8494285714285763,0.0,0.572571428571426
"('chrVIII', 355314, 355505)",+,NM_001179253.1,6.998,0.015113637810048184,4.710530701645918,0.5367142857142857,0.47242857142857314,0.42442857142857265
"('chrVII', 62581, 62739)",+,NM_001181098.1,24.051,4.3428059215206005,11.512925464970229,0.5645714285714284,0.345428571428571,0.5299999999999984
"('chrXIII', 237041, 237503)",+,NM_001182375.1,51.673,11.512925464970229,11.512925464970229,0.8520000000000024,0.011714285714285715,0.33228571428571374
