ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens
"('chrI', 26852, 27356)",-,NM_001178205.1,31.214,11.512925464970229,4.961845129926823,0.4742857142857124,0.18800000000000017,0.4884285714285688
"('chrI', 32947, 33129)",+,NM_001178204.1,17.32,4.509860006183766,0.8915981192837836,0.3887142857142854,0.5881428571428542,0.7055714285714225
"('chrI', 78695, 79036)",+,NM_001178180.1,41.113,11.512925464970229,3.170085660698769,0.8114285714285722,0.41085714285714275,0.4095714285714285
"('chrI', 118431, 118970)",-,NM_001178163.1,39.03,11.512925464970229,11.512925464970229,0.0467142857142857,0.2535714285714291,0.5188571428571397
"('chrI', 123007, 123195)",+,NM_001178162.2,23.072,11.512925464970229,11.512925464970229,0.13614285714285734,0.5551428571428572,0.46242857142857263
"('chrI', 123549, 123945)",+,NM_001178162.2,18.474,11.512925464970229,0.017146158834970514,0.6579999999999983,0.7921428571428568,0.6849999999999921
"('chrI', 134306, 134442)",-,NM_001178155.2,12.604,2.488914671185539,0.7940730991499059,0.5150000000000008,0.5161428571428552,0.5392857142857135
"('chrI', 148253, 148547)",-,NM_001178148.1,47.741,11.512925464970229,11.512925464970229,0.045428571428571395,0.9548571428571442,0.7795714285714322
"('chrI', 148253, 148481)",-,NM_001178148.1,34.825,11.512925464970229,11.512925464970229,0.49700000000000094,0.31414285714285645,0.7728571428571457
"('chrM', 21784, 22016)",+,NP_009307.2,51.186,11.512925464970229,5.809142990314028,0.08385714285714285,0.43928571428571517,0.5061428571428521
"('chrM', 21784, 22016)",+,NP_009306.1,50.546,11.512925464970229,5.521460917862246,0.1028571428571428,0.4414285714285718,0.5114285714285661
"('chrM', 22632, 23023)",+,NP_009306.1,14.611,6.907755278982137,11.512925464970229,0.5531428571428575,0.38357142857142823,0.858142857142857
"('chrM', 22632, 23110)",+,NP_009306.1,32.252,11.512925464970229,11.512925464970229,0.5487142857142869,0.48142857142856965,0.5627142857142836
"('chrM', 21784, 22016)",+,NP_009305.1,51.234,11.512925464970229,5.809142990314028,0.07285714285714286,0.4404285714285722,0.5032857142857093
"('chrM', 22632, 23023)",+,NP_009305.1,14.611,11.512925464970229,11.512925464970229,0.5602857142857137,0.3691428571428569,0.8438571428571425
"('chrM', 22632, 23110)",+,NP_009305.1,31.634,11.512925464970229,11.512925464970229,0.5468571428571434,0.4917142857142839,0.5555714285714276
"('chrM', 38170, 38652)",+,NP_009318.1,18.278,4.8283137373023015,11.512925464970229,0.340571428571426,0.10885714285714305,0.4922857142857137
"('chrM', 38170, 38652)",+,NP_009317.1,18.005,5.521460917862246,11.512925464970229,0.33128571428571196,0.1004285714285716,0.5197142857142846
"('chrM', 38170, 38652)",+,NP_009316.1,18.286,5.809142990314028,11.512925464970229,0.3429999999999975,0.112714285714286,0.5038571428571419
"('chrM', 41794, 42131)",+,NP_009316.1,26.477,11.512925464970229,2.364460496712133,0.7142857142857112,0.7588571428571431,0.28199999999999964
"('chrM', 38170, 38652)",+,NP_009315.1,18.121,6.214608098422191,11.512925464970229,0.3335714285714264,0.10128571428571444,0.5118571428571419
"('chrM', 41794, 42131)",+,NP_009315.1,26.742,6.907755278982137,2.551046452292545,0.70885714285714,0.7588571428571431,0.2712857142857134
"('chrV', 54917, 55180)",-,NM_001178868.3,24.88,11.512925464970229,5.298317366548036,0.5689999999999937,0.47628571428571786,0.7031428571428485
"('chrV', 53683, 54199)",-,NM_001178868.3,28.445,11.512925464970229,11.512925464970229,0.5064285714285726,0.48971428571428705,0.8250000000000013
"('chrV', 78606, 78845)",+,NM_001178855.3,20.358,6.907755278982137,3.4112477175156566,0.6338571428571391,0.2714285714285703,0.5652857142857085
"('chrV', 93311, 93713)",+,NM_001178846.3,11.78,11.512925464970229,0.1438703704197019,0.5755714285714234,0.5262857142857168,0.7108571428571338
"('chrV', 105195, 105542)",-,NM_001178840.1,31.123,11.512925464970229,11.512925464970229,0.7039999999999966,0.5508571428571374,0.2869999999999994
"('chrV', 119199, 119308)",-,NM_001178835.1,20.789,4.509860006183766,11.512925464970229,0.5389999999999995,0.3855714285714288,0.2875714285714268
"('chrV', 120296, 120746)",-,NM_001178834.3,21.167,11.512925464970229,11.512925464970229,0.4178571428571455,0.02528571428571429,0.9624285714285721
"('chrV', 169080, 169388)",-,NM_001178899.1,36.574,1.7778565640590636,11.512925464970229,0.14814285714285697,0.04814285714285716,0.29428571428571304
"('chrV', 183782, 184066)",-,NM_001184456.1,26.609,11.512925464970229,11.512925464970229,0.17671428571428485,0.6652857142857086,0.7015714285714197
"('chrV', 186110, 186279)",+,NM_001178906.3,22.515,0.9755100915341263,1.6347557204183902,0.7485714285714236,0.5294285714285687,0.7179999999999958
"('chrV', 204244, 204478)",+,NM_001178915.1,41.665,11.512925464970229,11.512925464970229,0.8530000000000059,0.42785714285714616,0.10800000000000023
"('chrV', 218342, 218550)",-,NM_001178924.1,23.28,1.9519282213808764,1.1744140020843916,0.3187142857142849,0.42357142857142754,0.3235714285714286
"('chrV', 294294, 294570)",+,NM_001178959.3,26.387,6.214608098422191,3.816712825623821,0.03857142857142855,0.3441428571428557,0.28671428571428564
"('chrV', 299451, 299978)",+,NM_001178961.1,31.16,11.512925464970229,11.512925464970229,0.3052857142857142,0.39942857142857086,0.6845714285714263
"('chrV', 329847, 330106)",+,NM_001178977.1,10.131,0.6329932577401982,11.512925464970229,0.3601428571428587,0.12000000000000018,0.8444285714285686
"('chrV', 329859, 330106)",+,NM_001178977.1,15.935,6.907755278982137,11.512925464970229,0.581428571428565,0.25499999999999823,0.8617142857142855
"('chrV', 330009, 330106)",+,NM_001178977.1,9.873,6.214608098422191,11.512925464970229,0.592999999999997,0.1135714285714282,0.7940000000000018
"('chrV', 329645, 330106)",+,NM_001178977.1,11.129,11.512925464970229,11.512925464970229,0.5991428571428503,0.05757142857142862,0.8165714285714312
"('chrV', 342865, 343074)",-,NM_001178984.1,28.24,4.422848629194137,2.071473372030659,0.6851428571428562,0.4887142857142844,0.24742857142857003
"('chrV', 344345, 344677)",-,NM_001178984.1,18.623,1.3093333199837622,11.512925464970229,0.30985714285714355,0.2249999999999994,0.3117142857142861
"('chrV', 351116, 351497)",+,NM_001178986.3,41.426,11.512925464970229,11.512925464970229,0.74928571428571,0.4405714285714282,0.4701428571428544
"('chrV', 351047, 351497)",+,NM_001178986.3,39.221,11.512925464970229,11.512925464970229,0.5761428571428563,0.4772857142857116,0.4875714285714269
"('chrV', 383887, 384031)",-,NM_001179001.1,24.001,11.512925464970229,2.5902671654458267,0.6029999999999982,0.5152857142857107,0.8734285714285731
"('chrV', 466403, 466632)",-,NM_001179039.1,32.496,11.512925464970229,11.512925464970229,0.29599999999999804,0.37428571428571367,0.5642857142857142
"('chrV', 480360, 480489)",-,NM_001179045.3,25.887,4.710530701645918,0.9137938516755678,0.5047142857142881,0.07100000000000017,0.45785714285714446
"('chrV', 507500, 507992)",+,NM_001179054.1,18.041,11.512925464970229,11.512925464970229,0.9338571428571455,0.94171428571429,0.0551428571428572
"('chrX', 12432, 12918)",+,NM_001181655.1,21.026,11.512925464970229,11.512925464970229,0.5394285714285746,0.6845714285714248,0.3688571428571417
"('chrX', 65048, 65277)",+,NM_001181630.1,18.938,11.512925464970229,11.512925464970229,0.5008571428571459,0.4921428571428552,0.32842857142857107
"('chrX', 65070, 65277)",+,NM_001181630.1,11.008,4.422848629194137,11.512925464970229,0.5164285714285679,0.05428571428571429,0.36857142857142977
"('chrX', 129752, 130104)",-,NM_001181588.1,36.754,11.512925464970229,11.512925464970229,0.29057142857142787,0.39242857142856885,0.8551428571428632
"('chrX', 163481, 163736)",+,NM_001181565.1,37.199,11.512925464970229,2.8302178350764176,0.0672857142857143,0.8437142857142903,0.499428571428568
"('chrX', 167393, 167839)",-,NM_001181563.2,53.253,11.512925464970229,11.512925464970229,0.04828571428571426,0.4924285714285694,0.9501428571428577
"('chrX', 179086, 179560)",-,NM_001181561.2,43.78,11.512925464970229,11.512925464970229,0.10771428571428593,0.35128571428571403,0.56471428571428
"('chrX', 201415, 201641)",+,NM_001181546.3,19.337,11.512925464970229,11.512925464970229,0.44085714285714495,0.10171428571428573,0.429000000000001
"('chrX', 203406, 203745)",+,NM_001181546.3,17.851,6.907755278982137,11.512925464970229,0.7314285714285621,0.8622857142857129,0.7157142857142853
"('chrX', 215389, 215739)",-,NM_001181542.1,30.001,5.298317366548036,6.907755278982137,0.4385714285714307,0.06171428571428575,0.4922857142857125
"('chrX', 214804, 214923)",-,NM_001181542.1,11.73,4.3428059215206005,4.961845129926823,0.5992857142857115,0.22599999999999892,0.5238571428571435
"('chrX', 217688, 217821)",-,NM_001181541.1,26.55,11.512925464970229,11.512925464970229,0.8187142857142868,0.732571428571429,0.9218571428571427
"('chrX', 275089, 275190)",+,NM_001181518.1,15.267,5.809142990314028,2.24431618487007,0.5222857142857124,0.3009999999999998,0.7999999999999984
"('chrX', 300151, 300605)",-,NM_001181507.1,48.348,11.512925464970229,4.961845129926823,0.021142857142857137,0.5180000000000012,0.23628571428571232
"('chrX', 331053, 331398)",-,NM_001181489.1,31.353,11.512925464970229,11.512925464970229,0.00457142857142857,0.27542857142856997,0.852714285714285
"('chrX', 383324, 383505)",+,NM_001181468.3,33.7,6.214608098422191,3.863232841258714,0.5202857142857111,0.5717142857142823,0.5787142857142843
"('chrX', 404421, 404945)",+,NM_001181453.3,35.493,11.512925464970229,11.512925464970229,0.1571428571428557,0.22542857142856979,0.6631428571428579
"('chrX', 406860, 407220)",+,NM_001181450.1,24.118,11.512925464970229,11.512925464970229,0.1782857142857137,0.22442857142857084,0.49657142857143005
"('chrX', 426364, 426663)",+,NM_001181439.3,29.789,11.512925464970229,11.512925464970229,0.7399999999999965,0.8321428571428605,0.8331428571428582
"('chrX', 426364, 426597)",+,NM_001181439.3,21.557,5.809142990314028,11.512925464970229,0.11328571428571428,0.39514285714285546,0.6848571428571396
"('chrX', 465241, 465380)",-,NM_001181674.1,24.357,11.512925464970229,11.512925464970229,0.9368571428571442,0.05028571428571428,0.842857142857147
"('chrX', 483801, 484038)",-,NM_001181688.3,57.849,11.512925464970229,11.512925464970229,0.48242857142856954,0.45585714285714374,0.850428571428576
"('chrX', 509688, 509830)",+,NM_001181698.1,2.721,0.016129381929883644,0.014098924379501648,0.536428571428567,0.835000000000005,0.9688571428571433
"('chrX', 509317, 509830)",+,NM_001181698.1,33.481,11.512925464970229,1.7147984280919266,0.7019999999999941,0.6021428571428544,0.8198571428571444
"('chrX', 551039, 551257)",+,NM_001181719.1,34.557,11.512925464970229,11.512925464970229,0.2620000000000005,0.4054285714285717,0.29842857142857115
"('chrX', 581274, 581531)",+,NM_001181737.1,22.611,11.512925464970229,11.512925464970229,0.2777142857142838,0.5527142857142824,0.23557142857142635
"('chrX', 580056, 580507)",-,NM_001181738.1,44.564,11.512925464970229,11.512925464970229,0.732999999999994,0.5851428571428546,0.6887142857142788
"('chrX', 580056, 580355)",-,NM_001181738.1,41.45,11.512925464970229,11.512925464970229,0.46985714285714575,0.3585714285714291,0.7058571428571364
"('chrX', 615942, 616322)",-,NM_001181758.3,30.622,5.809142990314028,11.512925464970229,0.1114285714285716,0.3818571428571427,0.6057142857142818
"('chrII', 130746, 130936)",-,NM_001178287.1,36.234,11.512925464970229,11.512925464970229,0.2844285714285716,0.29785714285714315,0.4731428571428545
"('chrII', 130746, 130918)",-,NM_001178287.1,38.447,11.512925464970229,4.605170185988091,0.08357142857142873,0.4898571428571423,0.5309999999999976
"('chrII', 518555, 518637)",-,NM_001178488.3,27.513,6.907755278982137,11.512925464970229,0.047000000000000014,0.6257142857142814,0.5377142857142811
"('chrII', 19901, 20071)",-,NM_001178344.1,35.638,11.512925464970229,4.605170185988091,0.1945714285714282,0.31028571428571283,0.6025714285714278
"('chrII', 61621, 61972)",-,NM_001178326.1,22.184,11.512925464970229,11.512925464970229,0.45014285714285723,0.31042857142857083,0.8072857142857163
"('chrII', 97023, 97406)",-,NM_001178306.1,23.68,5.809142990314028,3.6888794541139363,0.2555714285714282,0.21599999999999928,0.8340000000000026
"('chrII', 96242, 96518)",-,NM_001178306.1,39.032,11.512925464970229,11.512925464970229,0.5752857142857084,0.8635714285714295,0.0941428571428574
"('chrII', 114358, 114686)",+,NM_001178296.2,31.335,11.512925464970229,11.512925464970229,0.09357142857142868,0.37828571428571556,0.8521428571428605
"('chrII', 114529, 114686)",+,NM_001178296.2,28.935,11.512925464970229,11.512925464970229,0.16071428571428573,0.2502857142857115,0.8488571428571469
"('chrII', 133170, 133456)",+,NM_001178286.1,47.47,11.512925464970229,11.512925464970229,0.20457142857142674,0.27328571428571435,0.05242857142857152
"('chrII', 154273, 154643)",-,NM_001178274.1,33.006,11.512925464970229,4.961845129926823,0.6782857142857096,0.018428571428571423,0.05214285714285716
