ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrXV', 565945, 566193)",-,,12.798,2.995732273553991,5.809142990314028,0.7690000000000025,0.1094285714285718,0.364428571428569,-16.35,0.0,64.466,0.3629032258064516
"('chrXVI', 602267, 602341)",-,NM_001184118.1,12.57,0.6124892775424908,11.512925464970229,0.5011428571428553,0.4428571428571404,0.5664285714285704,0.0,0.0,18.035,0.5513513513513513
"('chrV', 347911, 348102)",-,,23.178,6.907755278982137,11.512925464970229,0.8212857142857177,0.0034285714285714,0.4175714285714297,-4.6,0.0,48.329,0.3633507853403141
"('chrXIII', 396060, 396329)",-,NM_001182560.1,12.225,1.8388510767619053,11.512925464970229,0.4367142857142855,0.2372857142857143,0.3931428571428578,-8.1,0.0,56.0,0.4107806691449814
"('chrVI', 123404, 123550)",+,,19.404,3.473768074496991,0.5960204698292225,0.6745714285714235,0.4105714285714291,0.1160000000000009,-6.6,0.0,25.062,0.45342465753424654
"('chrVI', 123431, 123550)",+,,18.36,11.512925464970229,11.512925464970229,0.6934285714285686,0.2775714285714293,0.2072857142857139,-7.1000000000000085,0.0,24.11,0.4714285714285714
"('chrIII', 228571, 228701)",+,NM_001178774.1,35.514,11.512925464970229,11.512925464970229,0.1188571428571431,0.1251428571428569,0.6592857142857091,-5.367415730337085,-3.7,33.959,0.4592307692307693
"('chrXV', 467398, 467489)",-,NM_001183493.1,9.72,0.2836900511822435,2.2164073967529934,0.4502857142857153,0.4102857142857142,0.705428571428571,0.0,-1.5,16.803,0.5813186813186814
"('chrVII', 214852, 215017)",+,NM_001181020.1,25.912,11.512925464970229,5.115995809754082,0.5537142857142816,0.8119999999999998,0.5529999999999948,-10.09795918367346,-2.8999999999999995,38.955,0.34545454545454557
"('chrXIII', 659667, 659879)",+,,30.267,11.512925464970229,11.512925464970229,0.472571428571429,0.6675714285714224,0.556428571428566,0.0,0.0,24.492,0.4429245283018869
