ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 83)",+,,6.933,2.5902671654458267,11.512925464970229,0.7799999999999996,0.0680000000000001,0.4870000000000026,-7.799999999999998,0.0,14.833,0.34268292682926826
"('chrI', 1, 256)",+,,28.328,4.422848629194137,11.512925464970229,0.6001428571428554,0.6359999999999979,0.514142857142858,-10.6,0.0,16.347,0.18705882352941178
"('chrI', 1, 114)",+,,19.134,11.512925464970229,11.512925464970229,0.744999999999993,0.7525714285714229,0.2659999999999977,-5.0,0.0,17.464,0.2902654867256637
"('chrI', 1, 63)",+,,19.798,5.809142990314028,11.512925464970229,0.0687142857142858,0.6132857142857102,0.6885714285714204,0.0,0.0,9.76,0.3419354838709678
"('chrI', 1, 71)",+,,3.194,0.6812186096946715,11.512925464970229,0.673142857142854,0.0017142857142857,0.6028571428571409,0.0,0.0,11.699,0.38142857142857145
"('chrI', 1, 390)",+,,17.893,4.135166556742356,11.512925464970229,0.4002857142857139,0.2518571428571433,0.3617142857142869,0.0,0.0,24.832,0.2167095115681234
"('chrI', 1, 62)",+,,16.573,11.512925464970229,11.512925464970229,0.5338571428571419,0.2470000000000012,0.0849999999999999,0.0,0.0,8.013,0.28688524590163933
"('chrI', 1, 72)",+,,3.073,0.034591444769619,5.298317366548036,0.853000000000005,0.0825714285714286,0.2982857142857111,0.0,0.0,13.71,0.2943661971830986
"('chrI', 1, 90)",+,,8.92,4.268697949366879,11.512925464970229,0.5857142857142795,0.2985714285714262,0.7971428571428539,-8.200000000000012,0.0,10.597,0.3382022471910113
"('chrI', 1, 86)",+,,20.723,5.809142990314028,11.512925464970229,0.5247142857142817,0.2841428571428577,0.269714285714283,0.0,0.0,14.965,0.30941176470588233
"('chrI', 1, 341)",+,,27.972,11.512925464970229,11.512925464970229,0.2749999999999995,0.7344285714285723,0.5271428571428569,-18.3,0.0,20.846,0.1511764705882353
"('chrI', 1, 469)",+,,8.021,0.5691612007789542,11.512925464970229,0.7862857142857145,0.0942857142857145,0.3347142857142824,0.0,0.0,25.923,0.2014957264957265
"('chrI', 1, 317)",+,,45.1,3.540459448995663,11.512925464970229,0.469714285714289,0.8464285714285713,0.0415714285714285,0.0,0.0,23.772,0.24683544303797467
"('chrI', 1, 484)",+,,18.353,2.453407982728629,11.512925464970229,0.4677142857142864,0.3607142857142866,0.6445714285714319,0.0,0.0,27.622,0.21904761904761902
"('chrI', 1, 383)",+,,12.684,3.101092789211817,11.512925464970229,0.5011428571428551,0.0992857142857142,0.4124285714285714,0.0,0.0,27.088,0.24424083769633506
"('chrI', 1, 72)",+,,16.796,0.5108256237659907,11.512925464970229,0.4227142857142875,0.1948571428571416,0.3938571428571417,0.0,0.0,6.791,0.2802816901408451
"('chrI', 1, 454)",+,,40.452,11.512925464970229,11.512925464970229,0.832000000000004,0.8022857142857165,0.3931428571428576,0.0,0.0,22.023,0.20706401766004418
"('chrI', 1, 327)",+,,22.284,6.214608098422191,11.512925464970229,0.575999999999998,0.5245714285714296,0.3708571428571409,0.0,0.0,25.212,0.21104294478527605
"('chrI', 1, 106)",+,,11.521,2.1715568305876416,11.512925464970229,0.4477142857142852,0.0352857142857142,0.0968571428571427,0.0,0.0,14.557,0.34190476190476193
