ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrI', 1, 335)",+,,36.406,11.512925464970229,6.214608098422191,0.7608571428571399,0.6268571428571404,0.3882857142857164,0.0,0.0,31.606,0.270059880239521,334
"('chrI', 1, 75)",+,,15.042,6.907755278982137,11.512925464970229,0.0429999999999999,0.0095714285714285,0.7925714285714295,0.0,0.0,17.491,0.5108108108108107,74
"('chrI', 1, 112)",+,,43.145,11.512925464970229,5.521460917862246,0.1104285714285712,0.3395714285714279,0.5515714285714235,0.0,-4.3,23.359,0.43693693693693697,111
"('chrI', 1, 140)",+,,28.638,11.512925464970229,5.521460917862246,0.4852857142857156,0.3432857142857141,0.3078571428571395,-2.23793103448276,-4.5,11.941,0.29280575539568343,139
"('chrI', 1, 408)",+,,21.774,11.512925464970229,6.907755278982137,0.6112857142857102,0.3938571428571424,0.5320000000000026,0.0,0.0,26.343,0.25331695331695336,407
"('chrI', 1, 131)",+,,36.752,11.512925464970229,4.509860006183766,0.3230000000000002,0.4115714285714267,0.4972857142857138,-0.7,-1.9492063492063492,15.859,0.4107692307692307,130
"('chrI', 1, 75)",+,,17.642,1.2207799226423173,4.199705077879927,0.4172857142857131,0.2187142857142847,0.4897142857142882,0.0,0.0,13.551,0.4459459459459459,74
"('chrI', 1, 86)",+,,22.721,11.512925464970229,5.298317366548036,0.6441428571428504,0.0105714285714285,0.2649999999999981,0.0,0.0,19.506,0.5047058823529411,85
"('chrI', 1, 70)",+,,21.56,0.6812186096946715,11.512925464970229,0.4527142857142861,0.3705714285714285,0.4877142857142849,0.0,0.0,7.957,0.463768115942029,69
"('chrI', 1, 75)",+,,5.178,0.0314906670913708,11.512925464970229,0.81557142857143,0.0049999999999999,0.8317142857142888,0.0,0.0,21.17,0.5486486486486487,74
"('chrI', 1, 314)",+,,30.581,5.521460917862246,11.512925464970229,0.1401428571428573,0.0804285714285715,0.0427142857142857,-8.3,0.0,26.115,0.3,313
"('chrI', 1, 281)",+,,30.523,11.512925464970229,11.512925464970229,0.5455714285714246,0.6387142857142801,0.4567142857142878,-13.6,-4.3,27.463,0.33,280
"('chrI', 1, 408)",+,,21.7,3.540459448995663,6.907755278982137,0.6021428571428536,0.2522857142857121,0.57357142857143,-9.2,-5.099999999999999,17.596,0.2265356265356265,407
"('chrI', 1, 406)",+,,30.513,11.512925464970229,11.512925464970229,0.3641428571428565,0.389714285714286,0.4698571428571437,-2.0,-1.6,21.449,0.2511111111111111,405
