ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens
"('chrXV', 781120, 781277)",+,,17.872,6.214608098422191,11.512925464970229,0.25714285714285556,0.34214285714285864,0.4035714285714264
"('chrXII', 711725, 712155)",-,NM_001182175.1,25.547,11.512925464970229,0.11991029667255755,0.1334285714285719,0.17257142857142796,0.7467142857142757
"('chrVI', 53377, 53686)",-,NM_001179927.1,27.79,11.512925464970229,2.419118909249997,0.25957142857142673,0.22942857142857048,0.673571428571423
"('chrXVI', 280373, 280503)",-,,30.066,11.512925464970229,11.512925464970229,0.37028571428571505,0.37528571428571394,0.24042857142856905
"('chrXII', 39221, 39400)",-,NM_001181870.1,37.179,11.512925464970229,11.512925464970229,0.24614285714285425,0.48757142857142993,0.5777142857142828
"('chrII', 406027, 406122)",-,NM_001178430.1,21.565,3.816712825623821,2.9187712324178627,0.11314285714285666,0.12914285714285728,0.419142857142859
"('chrXVI', 139725, 139864)",+,NM_001184032.1,36.746,11.512925464970229,11.512925464970229,0.021000000000000005,0.08700000000000016,0.18171428571428497
"('chrXV', 551665, 551874)",-,NM_001183541.3,42.457,11.512925464970229,11.512925464970229,0.9244285714285758,0.0054285714285714284,0.25157142857142856
"('chrIV', 217157, 217489)",+,,36.563,11.512925464970229,11.512925464970229,0.12942857142857073,0.7764285714285736,0.8141428571428554
"('chrIV', 238398, 238509)",-,NM_001180184.1,19.928,11.512925464970229,11.512925464970229,0.8635714285714285,0.632428571428567,0.7175714285714215
"('chrII', 394180, 394510)",+,NM_001178426.2,22.981,5.298317366548036,2.6736487743848776,0.4849999999999984,0.3055714285714281,0.6191428571428595
"('chrX', 436227, 436343)",+,NM_001181435.1,24.173,11.512925464970229,11.512925464970229,0.22871428571428604,0.08400000000000013,0.6728571428571368
"('chrXVI', 624577, 624710)",+,NM_001184125.1,18.529,2.513306124309698,0.027371196796132015,0.6759999999999967,0.2999999999999985,0.4665714285714296
"('chrIII', 108191, 108287)",+,NM_001184518.1,16.914,2.551046452292545,4.605170185988091,0.828285714285719,0.028571428571428522,0.4285714285714256
"('chrIII', 108033, 108110)",+,NM_001184518.1,10.72,11.512925464970229,11.512925464970229,0.5122857142857156,0.03842857142857141,0.5509999999999967
"('chrXVI', 884387, 884486)",+,NM_001184525.1,9.146,11.512925464970229,1.8773173575897015,0.7927142857142842,0.010285714285714289,0.46600000000000064
"('chrXIII', 425997, 426153)",+,NM_001182578.1,16.682,11.512925464970229,5.298317366548036,0.6114285714285715,0.734285714285717,0.5497142857142837
"('chrVIII', 186514, 186676)",-,NM_001180027.1,34.278,6.214608098422191,11.512925464970229,0.5101428571428549,0.47371428571428525,0.638428571428567
"('chrXIV', 546291, 546370)",+,NM_001182883.1,22.81,6.907755278982137,11.512925464970229,0.32457142857142923,0.5275714285714301,0.4275714285714288
"('chrV', 308746, 308848)",+,NM_001184512.1,18.633,11.512925464970229,0.40346710544549125,0.43914285714285906,0.1475714285714286,0.5804285714285702
"('chrIV', 714247, 714358)",-,NM_001180437.3,12.14,0.30381145438166457,11.512925464970229,0.32557142857142674,0.016857142857142852,0.797571428571429
"('chrVII', 71988, 72137)",-,NM_001181091.1,38.674,6.214608098422191,2.8134107167600364,0.034142857142857135,0.369571428571428,0.853714285714285
"('chrVIII', 497719, 497786)",-,NM_001184671.1,8.913,4.961845129926823,11.512925464970229,0.4385714285714319,0.3314285714285698,0.5639999999999958
"('chrXIII', 98259, 98375)",-,NM_001182444.1,16.353,11.512925464970229,4.422848629194137,0.663142857142858,0.3369999999999998,0.4877142857142873
"('chrII', 171676, 171804)",+,NM_001178266.1,29.873,11.512925464970229,11.512925464970229,0.5762857142857093,0.0157142857142857,0.1887142857142836
"('chrXIII', 22360, 22658)",-,NM_001182487.1,72.149,11.512925464970229,11.512925464970229,0.43057142857143155,0.018714285714285715,0.4458571428571426
"('chrIV', 732702, 732775)",-,NM_001180446.3,12.089,11.512925464970229,11.512925464970229,0.41985714285714204,0.47299999999999803,0.8754285714285701
"('chrXIV', 379689, 379781)",-,NM_001182968.3,20.125,4.961845129926823,11.512925464970229,0.3365714285714276,0.5814285714285687,0.5269999999999975
"('chrVII', 250886, 251086)",+,NM_001181002.1,23.156,5.115995809754082,11.512925464970229,0.668428571428565,0.7975714285714278,0.3257142857142831
"('chrIV', 400361, 400484)",+,NM_001180088.1,15.515,11.512925464970229,2.995732273553991,0.7765714285714269,0.45914285714285646,0.8515714285714268
"('chrVII', 496937, 496999)",-,NM_001181130.3,26.894,5.298317366548036,11.512925464970229,0.005285714285714286,0.9498571428571426,0.4821428571428556
"('chrI', 88387, 88500)",+,NM_001178175.1,28.684,6.907755278982137,5.809142990314028,0.35685714285714265,0.11071428571428521,0.6082857142857172
"('chrIV', 1318617, 1318697)",-,NM_001180732.1,10.759,6.214608098422191,11.512925464970229,0.5535714285714275,0.3437142857142868,0.6774285714285708
"('chrV', 433671, 434196)",+,NM_001179023.3,26.866,6.214608098422191,11.512925464970229,0.02642857142857142,0.017142857142857154,0.496142857142856
"('chrIV', 630905, 631173)",+,NM_001180400.3,26.468,11.512925464970229,11.512925464970229,0.9181428571428607,0.7724285714285668,0.6994285714285641
"('chrV', 157994, 158087)",-,NM_001178894.1,23.995,11.512925464970229,4.8283137373023015,0.23242857142857243,0.22457142857142834,0.8162857142857046
"('chrIII', 172115, 172198)",-,NM_001184315.1,25.599,11.512925464970229,5.809142990314028,0.45100000000000245,0.45914285714285696,0.29914285714285416
"('chrIX', 128661, 129148)",+,,22.353,11.512925464970229,0.4861330111756192,0.39642857142857074,0.35342857142856976,0.32857142857142807
"('chrV', 308956, 309067)",+,NM_001184512.1,28.239,4.135166556742356,0.08664780672567217,0.1314285714285705,0.6829999999999935,0.7362857142857163
"('chrIV', 1318720, 1318816)",-,NM_001180732.1,16.545,11.512925464970229,1.487220279709851,0.7178571428571361,0.5744285714285664,0.2825714285714283
"('chrVII', 496365, 496458)",-,NM_001181130.3,20.024,11.512925464970229,3.3813947543659757,0.3667142857142862,0.037714285714285735,0.9531428571428562
"('chrXVI', 677193, 677279)",-,NM_001184160.1,18.062,11.512925464970229,11.512925464970229,0.20999999999999822,0.07085714285714292,0.20157142857142696
"('chrIV', 66306, 66377)",+,NM_001180279.1,9.211,0.43695577519953516,11.512925464970229,0.591142857142855,0.04099999999999995,0.52514285714286
"('chrV', 165771, 165874)",-,NM_001180857.3,17.434,2.6882475738060303,11.512925464970229,0.1072857142857143,0.11814285714285748,0.29400000000000076
"('chrXI', 83998, 84074)",+,NM_001179756.1,21.525,11.512925464970229,11.512925464970229,0.21428571428571433,0.046857142857142854,0.7882857142857129
"('chrIV', 338524, 338634)",+,NM_001180123.1,6.95,1.4524341636244356,6.907755278982137,0.9348571428571438,0.086857142857143,0.6658571428571405
