ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 335)",+,,42.107,11.512925464970229,5.298317366548036,0.4929999999999984,0.6932857142857138,0.3972857142857146,0.0,0.0,22.212,0.16407185628742516
"('chrI', 1, 75)",+,,10.516,4.710530701645918,0.4034671054454912,0.5961428571428531,0.4629999999999979,0.6421428571428528,0.0,0.0,11.085,0.3202702702702703
"('chrI', 1, 112)",+,,39.662,11.512925464970229,4.509860006183766,0.2871428571428571,0.3040000000000002,0.2562857142857115,0.0,-3.633333333333333,14.461,0.3216216216216216
"('chrI', 1, 140)",+,,14.338,11.512925464970229,0.4019712188539085,0.738714285714282,0.2735714285714287,0.8349999999999982,-2.7,-7.084848484848483,13.256,0.22733812949640284
"('chrI', 1, 408)",+,,38.769,11.512925464970229,11.512925464970229,0.8172857142857156,0.5151428571428538,0.425857142857145,0.0,0.0,25.73,0.2651105651105651
"('chrI', 1, 131)",+,,12.357,11.512925464970229,11.512925464970229,0.7554285714285695,0.3062857142857106,0.6051428571428522,0.0,-3.585416666666665,21.355,0.21769230769230768
"('chrI', 1, 75)",+,,6.782,1.1208578976154293,5.298317366548036,0.8202857142857142,0.1402857142857141,0.738571428571431,0.0,0.0,16.23,0.3324324324324325
"('chrI', 1, 86)",+,,18.267,11.512925464970229,1.1086626245216111,0.594857142857142,0.1235714285714287,0.4462857142857137,0.0,0.0,18.533,0.35882352941176465
"('chrI', 1, 70)",+,,23.594,1.9589953886039688,11.512925464970229,0.1918571428571422,0.1745714285714279,0.2802857142857138,0.0,0.0,7.413,0.3130434782608696
"('chrI', 1, 75)",+,,10.827,0.5638748448558062,11.512925464970229,0.6882857142857127,0.2050000000000004,0.533714285714284,0.0,0.0,13.446,0.35270270270270276
"('chrI', 1, 314)",+,,26.27,11.512925464970229,11.512925464970229,0.6764285714285645,0.1574285714285715,0.1828571428571419,0.0,0.0,26.442,0.23258785942492013
"('chrI', 1, 281)",+,,37.83,11.512925464970229,11.512925464970229,0.2661428571428556,0.8231428571428588,0.6061428571428553,-13.6,0.0,24.544,0.24535714285714288
"('chrI', 1, 408)",+,,3.546,0.0202027073175194,11.512925464970229,0.9737142857142868,0.3115714285714262,0.2902857142857111,-10.649999999999999,-5.099999999999997,15.106,0.15872235872235876
"('chrI', 1, 406)",+,,30.462,11.512925464970229,11.512925464970229,0.5407142857142859,0.4572857142857163,0.5675714285714233,-2.0,0.0,22.327,0.1723456790123457
"('chrI', 1, 123)",+,,12.241,3.963316299815697,11.512925464970229,0.732714285714285,0.1241428571428562,0.2135714285714268,-3.86034482758621,0.0,8.725,0.29672131147540987
"('chrI', 1, 306)",+,,17.392,0.5638748448558062,0.7528971849657193,0.3204285714285713,0.4962857142857163,0.1579999999999995,-19.757142857142856,-1.4333333333333333,33.989,0.2318032786885246
"('chrI', 1, 375)",+,,38.665,11.512925464970229,11.512925464970229,0.8342857142857134,0.0881428571428571,0.0858571428571429,0.0,-0.19999999999999998,23.429,0.1435828877005348
"('chrI', 1, 351)",+,,16.016,2.617295837833746,11.512925464970229,0.7361428571428519,0.4671428571428596,0.5548571428571419,-4.5,0.0,20.728,0.2217142857142857
"('chrI', 1, 360)",+,,45.349,11.512925464970229,11.512925464970229,0.1732857142857142,0.516285714285713,0.0525714285714287,0.0,0.0,33.308,0.14122562674094707
"('chrI', 1, 85)",+,,31.368,11.512925464970229,11.512925464970229,0.0505714285714285,0.0345714285714285,0.6649999999999945,0.0,0.0,20.755,0.4666666666666667
"('chrI', 1, 116)",+,,21.414,11.512925464970229,11.512925464970229,0.6501428571428567,0.0232857142857142,0.9991428571428572,-5.125581395348844,0.0,15.321,0.25652173913043474
"('chrI', 1, 331)",+,,13.974,6.907755278982137,11.512925464970229,0.9991428571428572,0.7137142857142758,0.0205714285714285,-6.183333333333334,0.0,14.425,0.18575757575757576
"('chrI', 1, 71)",+,,38.173,5.521460917862246,11.512925464970229,0.1221428571428576,0.5128571428571465,0.0982857142857145,0.0,0.0,12.37,0.32857142857142857
"('chrI', 1, 72)",+,,11.537,2.453407982728629,11.512925464970229,0.6959999999999968,0.0175714285714285,0.6485714285714265,0.0,0.0,9.079,0.2929577464788733
"('chrI', 1, 92)",+,,15.117,0.4431669752921758,0.5516476182862459,0.7925714285714288,0.4277142857142868,0.7715714285714278,0.0,-1.7,16.765,0.2406593406593407
"('chrI', 1, 76)",+,,20.778,11.512925464970229,11.512925464970229,0.4869999999999984,0.4967142857142897,0.3967142857142877,0.0,0.0,7.652,0.22799999999999998
"('chrI', 1, 288)",+,,18.484,5.809142990314028,1.3432348716594436,0.7844285714285731,0.0118571428571428,0.4804285714285736,0.0,0.0,21.453,0.18153310104529616
"('chrI', 1, 365)",+,,26.999,6.907755278982137,11.512925464970229,0.4534285714285698,0.1601428571428574,0.5191428571428586,-4.7,0.0,20.165,0.17197802197802198
"('chrI', 1, 70)",+,,5.731,0.8462983600541201,2.111964733385396,0.7275714285714279,0.1415714285714285,0.4419999999999968,0.0,0.0,10.743,0.24637681159420288
"('chrI', 1, 397)",+,,45.461,11.512925464970229,6.907755278982137,0.909714285714288,0.4721428571428596,0.1901428571428557,0.0,0.0,20.853,0.13914141414141415
"('chrI', 1, 447)",+,,20.555,3.575550768806933,2.4769384801388235,0.6607142857142834,0.1152857142857141,0.2168571428571428,-12.44769230769232,-0.3,22.458,0.229372197309417
"('chrI', 1, 383)",+,,34.045,6.214608098422191,11.512925464970229,0.5411428571428532,0.6114285714285692,0.425428571428572,-3.4,-6.4,18.973,0.1887434554973822
"('chrI', 1, 81)",+,,20.142,11.512925464970229,0.5327304591540407,0.3182857142857148,0.6672857142857077,0.1875714285714287,0.0,-1.1,6.806,0.30750000000000005
"('chrI', 1, 101)",+,,23.31,6.907755278982137,11.512925464970229,0.5154285714285692,0.0468571428571428,0.2621428571428561,0.0,0.0,8.085,0.32
"('chrI', 1, 69)",+,,4.982,0.7985076962177716,11.512925464970229,0.9211428571428542,0.005,0.9425714285714306,0.0,0.0,17.514,0.32058823529411773
"('chrI', 1, 84)",+,,16.226,1.924148657273801,11.512925464970229,0.4135714285714293,0.4388571428571419,0.1262857142857141,0.0,0.0,13.288,0.34939759036144574
"('chrI', 1, 113)",+,,34.722,11.512925464970229,11.512925464970229,0.0720000000000001,0.170571428571428,0.3352857142857151,0.0,0.0,20.472,0.33125
"('chrI', 1, 69)",+,,19.112,11.512925464970229,1.1056369036050742,0.7111428571428499,0.2821428571428578,0.1945714285714277,0.0,0.0,8.784,0.2235294117647059
"('chrI', 1, 79)",+,,12.053,4.135166556742356,0.9781661355922424,0.7014285714285665,0.4874285714285699,0.2457142857142844,0.0,-2.4,12.329,0.30769230769230765
"('chrI', 1, 219)",+,,13.859,11.512925464970229,11.512925464970229,0.4967142857142818,0.1334285714285718,0.5224285714285665,-3.3,0.0,17.244,0.20596330275229358
"('chrI', 1, 283)",+,,40.996,11.512925464970229,11.512925464970229,0.2531428571428545,0.6042857142857112,0.0747142857142857,0.0,0.0,22.958,0.24893617021276593
"('chrI', 1, 58)",+,,29.001,3.352407217492724,11.512925464970229,0.082857142857143,0.7857142857142834,0.3425714285714289,0.0,0.0,8.748,0.2350877192982456
"('chrI', 1, 53)",+,,20.975,4.961845129926823,11.512925464970229,0.0388571428571428,0.4821428571428601,0.8472857142857191,0.0,0.0,11.333,0.3461538461538462
"('chrI', 1, 58)",+,,14.213,0.2600669054188075,11.512925464970229,0.1320000000000002,0.0194285714285714,0.6635714285714223,0.0,0.0,10.317,0.34385964912280703
"('chrI', 1, 53)",+,,9.03,0.0366639843715914,11.512925464970229,0.8221428571428598,0.2241428571428575,0.26242857142857,0.0,0.0,11.198,0.2692307692307692
"('chrI', 1, 81)",+,,18.128,11.512925464970229,11.512925464970229,0.1085714285714287,0.1609999999999999,0.4358571428571454,-1.0571428571428583,0.0,8.982,0.33
"('chrI', 1, 79)",+,,20.116,3.4420193761824103,11.512925464970229,0.345285714285714,0.458285714285714,0.3092857142857115,0.0,0.0,12.231,0.2512820512820513
"('chrI', 1, 150)",+,,5.353,11.512925464970229,11.512925464970229,0.9190000000000018,0.0081428571428571,0.7694285714285704,-11.072727272727276,0.0,23.611,0.31409395973154364
"('chrI', 1, 485)",+,,7.952,2.2633643798407643,0.0191828194167739,0.730999999999997,0.0364285714285714,0.813571428571424,-11.57894736842104,0.0,19.441,0.19111570247933882
