ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 59)",+,,6.998,0.1899505839584458,11.512925464970229,0.64928571428571,0.3692857142857131,0.4267142857142877,0.0,0.0,10.607,0.48275862068965514
"('chrI', 1, 355)",+,,19.606,3.2968373663379125,11.512925464970229,0.4697142857142862,0.3255714285714295,0.4441428571428541,-9.594117647058827,0.0,27.302,0.2810734463276836
"('chrI', 1, 67)",+,,20.473,1.7660917224794772,11.512925464970229,0.4477142857142849,0.5228571428571449,0.6062857142857101,0.0,0.0,13.667,0.5378787878787878
"('chrI', 1, 58)",+,,11.327,0.0151136378100481,11.512925464970229,0.2227142857142836,0.2065714285714269,0.4352857142857169,0.0,0.0,10.994,0.4631578947368421
"('chrI', 1, 72)",+,,25.077,4.605170185988091,11.512925464970229,0.2341428571428546,0.5707142857142796,0.2462857142857123,0.0,0.0,11.885,0.4971830985915493
"('chrI', 1, 278)",+,,17.0,6.907755278982137,4.199705077879927,0.7875714285714317,0.3595714285714284,0.8408571428571459,-4.2,0.0,33.629,0.25234657039711195
"('chrI', 1, 67)",+,,22.188,1.820158943749753,11.512925464970229,0.393571428571429,0.2095714285714275,0.1572857142857143,0.0,0.0,5.344,0.5575757575757576
"('chrI', 1, 63)",+,,12.936,11.512925464970229,11.512925464970229,0.4290000000000028,0.3605714285714291,0.3847142857142865,0.0,0.0,12.531,0.4564516129032258
"('chrI', 1, 64)",+,,17.274,11.512925464970229,11.512925464970229,0.1015714285714287,0.5295714285714331,0.7847142857142854,0.0,0.0,14.138,0.546031746031746
"('chrI', 1, 162)",+,,23.945,11.512925464970229,11.512925464970229,0.207285714285713,0.7137142857142758,0.2267142857142837,-12.22,0.0,11.642,0.2782608695652174
"('chrI', 1, 231)",+,,10.8,11.512925464970229,11.512925464970229,0.5445714285714264,0.1717142857142857,0.4875714285714282,0.0,0.0,20.379,0.3091304347826087
"('chrI', 1, 283)",+,,21.865,11.512925464970229,11.512925464970229,0.3322857142857123,0.5119999999999977,0.6858571428571382,0.0,0.0,28.658,0.274822695035461
"('chrI', 1, 254)",+,,13.658,5.809142990314028,11.512925464970229,0.8154285714285734,0.7028571428571344,0.1532857142857129,-9.95,0.0,27.658,0.3446640316205533
"('chrI', 1, 218)",+,,19.26,11.512925464970229,11.512925464970229,0.4392857142857156,0.4984285714285699,0.4195714285714297,0.0,0.0,18.058,0.2907834101382489
"('chrI', 1, 61)",+,,4.307,-0.0,0.4124897230451287,0.4340000000000008,0.4005714285714292,0.4957142857142868,0.0,0.0,14.52,0.4683333333333334
"('chrI', 1, 258)",+,,56.661,3.816712825623821,11.512925464970229,0.1584285714285714,0.0137142857142857,0.5869999999999986,0.0,0.0,6.125,0.4517509727626459
"('chrI', 1, 150)",+,,4.8,0.0460439385014068,11.512925464970229,0.520857142857139,0.0691428571428571,0.305999999999997,-16.61595744680851,0.0,24.085,0.4657718120805369
"('chrI', 1, 525)",+,,17.203,3.2441936328524905,11.512925464970229,0.6307142857142826,0.6992857142857101,0.2490000000000004,0.0,0.0,31.54,0.2219465648854962
"('chrI', 1, 85)",+,,15.633,0.2395270305647338,11.512925464970229,0.668285714285708,0.0638571428571429,0.0664285714285715,-9.225773195876291,0.0,8.972,0.5202380952380952
"('chrI', 1, 92)",+,,4.47,0.0822952427268301,0.1266976530459575,0.6887142857142785,0.1889999999999982,0.6272857142857113,0.0,0.0,13.057,0.37912087912087905
"('chrI', 1, 69)",+,,3.541,0.0010005003335835,0.0439518875291828,0.9301428571428586,0.5408571428571389,0.2542857142857118,0.0,0.0,17.417,0.48529411764705876
"('chrI', 1, 206)",+,,10.015,4.074541934925921,11.512925464970229,0.7542857142857164,0.2807142857142829,0.37442857142857,0.0,0.0,41.431,0.3678048780487804
"('chrI', 1, 63)",+,,15.517,6.214608098422191,11.512925464970229,0.2785714285714287,0.2742857142857127,0.5100000000000006,0.0,0.0,9.073,0.39354838709677425
"('chrI', 1, 434)",+,,15.819,11.512925464970229,11.512925464970229,0.9738571428571438,0.1404285714285701,0.1007142857142856,0.0,0.0,28.894,0.29491916859122397
"('chrI', 1, 302)",+,,19.136,3.2441936328524905,11.512925464970229,0.7728571428571435,0.4670000000000017,0.6904285714285711,-7.2,0.0,23.238,0.28039867109634553
"('chrI', 1, 77)",+,,12.144,4.509860006183766,11.512925464970229,0.8114285714285728,0.0252857142857142,0.5775714285714286,0.0,0.0,10.589,0.4131578947368421
