ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens
"('chrXII', 712725, 713155)",-,NM_001182175.1,38.032,11.512925464970229,11.512925464970229,0.5261428571428579,0.16742857142857118,0.8747142857142858
"('chrVI', 54377, 54686)",-,NM_001179927.1,29.859,11.512925464970229,11.512925464970229,0.36214285714285976,0.516714285714282,0.5967142857142798
"('chrXII', 40221, 40400)",-,NM_001181870.1,30.594,11.512925464970229,11.512925464970229,0.43985714285714544,0.7748571428571432,0.514857142857139
"('chrII', 407027, 407122)",-,NM_001178430.1,17.588,11.512925464970229,1.8018098050815563,0.5757142857142793,0.6198571428571386,0.503285714285717
"('chrXVI', 138725, 138864)",+,NM_001184032.1,41.449,6.907755278982137,11.512925464970229,0.4512857142857172,0.8187142857142848,0.6145714285714267
"('chrXV', 552665, 552874)",-,NM_001183541.3,59.563,11.512925464970229,11.512925464970229,0.30357142857142955,0.19371428571428628,0.24742857142856983
"('chrIV', 239398, 239509)",-,NM_001180184.1,14.533,11.512925464970229,11.512925464970229,0.9267142857142867,0.013428571428571429,0.9527142857142867
"('chrII', 393180, 393510)",+,NM_001178426.2,31.395,11.512925464970229,11.512925464970229,0.46471428571428913,0.3327142857142849,0.6829999999999921
"('chrX', 435227, 435343)",+,NM_001181435.1,11.587,11.512925464970229,0.024292692569044587,0.6578571428571384,0.8937142857142877,0.8192857142857157
"('chrXVI', 623577, 623710)",+,NM_001184125.1,14.962,11.512925464970229,11.512925464970229,0.1335714285714272,0.0071428571428571435,0.9972857142857144
"('chrIII', 107191, 107287)",+,NM_001184518.1,11.331,11.512925464970229,6.907755278982137,0.6707142857142794,0.5337142857142827,0.4227142857142888
"('chrIII', 107033, 107110)",+,NM_001184518.1,32.161,11.512925464970229,11.512925464970229,0.6234285714285697,0.45071428571428857,0.19299999999999826
"('chrXVI', 883387, 883486)",+,NM_001184525.1,28.05,11.512925464970229,5.298317366548036,0.5818571428571379,0.1512857142857139,0.6378571428571382
"('chrXIII', 424997, 425153)",+,NM_001182578.1,30.378,11.512925464970229,11.512925464970229,0.795571428571424,0.06300000000000038,0.9222857142857129
"('chrVIII', 187514, 187676)",-,NM_001180027.1,23.179000000000002,11.512925464970229,11.512925464970229,0.3495714285714262,0.2552857142857148,0.030714285714285663
"('chrXIV', 545291, 545370)",+,NM_001182883.1,35.400999999999996,5.809142990314028,6.214608098422191,0.4981428571428553,0.09642857142857153,0.1424285714285698
"('chrV', 307746, 307848)",+,NM_001184512.1,26.826,11.512925464970229,11.512925464970229,0.998857142857143,0.78585714285714,0.2127142857142838
"('chrIV', 715247, 715358)",-,NM_001180437.3,15.62,2.513306124309698,6.907755278982137,0.2818571428571435,0.611714285714283,0.5050000000000031
"('chrVII', 72988, 73137)",-,NM_001181091.1,58.056999999999995,6.907755278982137,11.512925464970229,0.5694285714285656,0.1424285714285699,0.6192857142857098
"('chrVIII', 498719, 498786)",-,NM_001184671.1,23.342,11.512925464970229,11.512925464970229,0.9425714285714307,0.1364285714285707,0.2569999999999993
"('chrXIII', 99259, 99375)",-,NM_001182444.1,47.187,11.512925464970229,11.512925464970229,0.7069999999999904,0.4794285714285729,0.41557142857142587
"('chrII', 170676, 170804)",+,NM_001178266.1,24.298000000000002,2.071473372030659,6.907755278982137,0.5011428571428556,0.34000000000000014,0.738285714285711
"('chrXIII', 23360, 23658)",-,NM_001182487.1,62.097,11.512925464970229,11.512925464970229,0.5827142857142843,0.2774285714285704,0.5844285714285699
"('chrIV', 733702, 733775)",-,NM_001180446.3,11.918,11.512925464970229,11.512925464970229,0.11042857142857156,0.541285714285711,0.9160000000000011
