ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 64)",+,,14.341,1.5417792639602856,11.512925464970229,0.3704285714285711,0.0485714285714285,0.1062857142857149,0.0,0.0,9.191,0.28253968253968254
"('chrI', 1, 258)",+,,17.175,11.512925464970229,11.512925464970229,0.6004285714285674,0.600714285714281,0.9542857142857168,0.0,0.0,19.339,0.15097276264591436
"('chrI', 1, 75)",+,,9.82,0.7550225842780328,11.512925464970229,0.3795714285714296,0.2354285714285688,0.2177142857142843,0.0,0.0,13.57,0.37432432432432433
"('chrI', 1, 61)",+,,9.427,0.1755445725149309,3.0159349808715104,0.5867142857142815,0.4670000000000017,0.4042857142857156,0.0,0.0,10.873,0.38833333333333336
"('chrI', 1, 74)",+,,11.693,11.512925464970229,11.512925464970229,0.8832857142857157,0.5617142857142805,0.3007142857142825,0.0,0.0,9.896,0.26438356164383564
"('chrI', 1, 226)",+,,9.73,0.911303190363116,11.512925464970229,0.4517142857142882,0.2505714285714266,0.6251428571428534,-21.15,0.0,22.481,0.21155555555555555
"('chrI', 1, 53)",+,,10.855,0.1461825101780814,11.512925464970229,0.7677142857142826,0.0634285714285715,0.1204285714285715,0.0,0.0,8.941,0.2730769230769231
"('chrI', 1, 57)",+,,21.458,11.512925464970229,11.512925464970229,0.177428571428572,0.7834285714285739,0.0651428571428572,0.0,0.0,8.421,0.37857142857142856
"('chrI', 1, 194)",+,,19.423,11.512925464970229,11.512925464970229,0.0849999999999999,0.4682857142857178,0.4465714285714282,-11.4,0.0,19.604,0.21554404145077716
"('chrI', 1, 208)",+,,2.258,0.0855578883616465,11.512925464970229,0.6704285714285669,0.0175714285714285,0.5171428571428528,-19.603174603174605,0.0,19.844,0.2318840579710145
"('chrI', 1, 292)",+,,13.79,11.512925464970229,11.512925464970229,0.8284285714285754,0.4550000000000012,0.441428571428572,0.0,0.0,26.459,0.17525773195876287
"('chrI', 1, 123)",+,,13.979,11.512925464970229,11.512925464970229,0.2607142857142831,0.6879999999999915,0.5428571428571428,-20.06176470588236,0.0,13.061,0.26229508196721313
"('chrI', 1, 239)",+,,19.386,11.512925464970229,11.512925464970229,0.0607142857142856,0.7101428571428477,0.5387142857142879,0.0,0.0,22.381,0.27310924369747897
"('chrI', 1, 68)",+,,16.375,3.2968373663379125,11.512925464970229,0.1624285714285711,0.4040000000000017,0.4128571428571452,0.0,0.0,9.689,0.2149253731343283
"('chrI', 1, 150)",+,,12.318,4.961845129926823,11.512925464970229,0.523571428571428,0.3052857142857135,0.148857142857143,-19.495081967213114,0.0,20.144,0.2657718120805369
"('chrI', 1, 58)",+,,8.128,5.809142990314028,11.512925464970229,0.6514285714285656,0.3654285714285729,0.6419999999999952,0.0,0.0,14.034,0.4245614035087719
"('chrI', 1, 217)",+,,18.016,2.430418464503931,11.512925464970229,0.215142857142857,0.3948571428571433,0.4541428571428568,0.0,0.0,17.799,0.20833333333333331
"('chrI', 1, 56)",+,,13.592,2.234926444520231,11.512925464970229,0.1688571428571423,0.1362857142857144,0.8414285714285747,0.0,0.0,10.671,0.3927272727272727
"('chrI', 1, 202)",+,,8.934,4.268697949366879,11.512925464970229,0.6407142857142848,0.4584285714285706,0.3152857142857127,-19.695652173913032,0.0,28.097,0.28059701492537314
