ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 75)",+,,12.492,3.912023005428146,11.512925464970229,0.8557142857142908,0.6909999999999916,0.4855714285714285,0.0,0.0,15.083,0.42162162162162165
"('chrI', 1, 197)",+,,16.058,11.512925464970229,11.512925464970229,0.599999999999998,0.5594285714285702,0.698999999999998,-8.075,0.0,20.042,0.2362244897959184
"('chrI', 1, 61)",+,,10.052,0.089924707527987,11.512925464970229,0.8192857142857158,0.0491428571428571,0.2427142857142847,0.0,0.0,9.663,0.25833333333333336
"('chrI', 1, 62)",+,,12.734,1.4610179073158271,11.512925464970229,0.8407142857142907,0.2422857142857137,0.3989999999999982,0.0,0.0,8.289,0.2737704918032787
"('chrI', 1, 58)",+,,14.512,1.2006450142332614,11.512925464970229,0.4295714285714299,0.5521428571428532,0.3814285714285736,0.0,0.0,13.641,0.36666666666666664
"('chrI', 1, 99)",+,,4.314,-0.0,4.509860006183766,0.5564285714285744,0.214428571428572,0.6142857142857104,-5.0,0.0,12.298,0.3336734693877551
"('chrI', 1, 63)",+,,18.398,0.0130852395486554,11.512925464970229,0.142142857142857,0.2278571428571417,0.2039999999999994,0.0,0.0,10.352,0.3290322580645161
"('chrI', 1, 58)",+,,12.055,11.512925464970229,11.512925464970229,0.2665714285714259,0.4030000000000016,0.7447142857142778,0.0,0.0,13.42,0.4333333333333333
"('chrI', 1, 60)",+,,3.285,0.0523464803722092,11.512925464970229,0.9287142857142864,0.0061428571428571,0.2822857142857113,0.0,0.0,12.691,0.33220338983050846
"('chrI', 1, 146)",+,,18.471,11.512925464970229,6.214608098422191,0.7214285714285706,0.4102857142857148,0.5094285714285689,-7.117777777777778,0.0,28.312,0.35586206896551725
"('chrI', 1, 199)",+,,9.926,3.816712825623821,0.0232686269393543,0.5678571428571394,0.609142857142855,0.5998571428571451,0.0,-4.888235294117655,25.908,0.17676767676767677
"('chrI', 1, 95)",+,,7.081,4.268697949366879,11.512925464970229,0.7841428571428581,0.0468571428571428,0.5674285714285685,-1.0705882352941178,0.0,8.775,0.25
"('chrI', 1, 147)",+,,13.184,3.146555163288575,11.512925464970229,0.8354285714285721,0.3519999999999995,0.6364285714285677,-10.149019607843131,0.0,15.756,0.37328767123287665
"('chrI', 1, 156)",+,,14.424,4.8283137373023015,5.809142990314028,0.5231428571428585,0.2518571428571434,0.9571428571428594,-24.86464646464647,0.0,27.524,0.3225806451612903
"('chrI', 1, 64)",+,,17.349,6.214608098422191,11.512925464970229,0.6311428571428532,0.7237142857142769,0.1295714285714274,0.0,0.0,10.278,0.2492063492063492
"('chrI', 1, 69)",+,,11.05,1.0023934309275668,11.512925464970229,0.4004285714285706,0.1275714285714284,0.2691428571428554,0.0,0.0,10.831,0.34705882352941175
"('chrI', 1, 266)",+,,22.839,11.512925464970229,11.512925464970229,0.2977142857142834,0.6919999999999922,0.4897142857142828,0.0,0.0,35.983,0.2192452830188679
"('chrI', 1, 96)",+,,15.906,1.995100393246085,3.611918412977808,0.4171428571428549,0.3062857142857139,0.5864285714285707,-6.775999999999999,0.0,12.116,0.3094736842105263
