ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens
"('chrXII', 712725, 713155)",-,NM_001182175.1,22.316999999999997,11.512925464970229,3.079113882493042,0.43228571428571594,0.18928571428571334,0.21742857142856986
"('chrVI', 54377, 54686)",-,NM_001179927.1,14.712,0.5762534290884459,2.9374633654300153,0.653142857142856,0.3890000000000009,0.6301428571428553
"('chrXII', 40221, 40400)",-,NM_001181870.1,39.779,11.512925464970229,11.512925464970229,0.716999999999992,0.16071428571428556,0.2582857142857118
"('chrII', 407027, 407122)",-,NM_001178430.1,23.558000000000003,1.9589953886039688,2.1541650878757723,0.7942857142857133,0.41385714285714115,0.1948571428571427
"('chrXVI', 138725, 138864)",+,NM_001184032.1,24.141,11.512925464970229,0.40947312950570314,0.21099999999999783,0.30485714285714033,0.64128571428571
"('chrXV', 552665, 552874)",-,NM_001183541.3,45.916000000000004,11.512925464970229,11.512925464970229,0.32328571428571423,0.13457142857142865,0.5407142857142864
"('chrIV', 239398, 239509)",-,NM_001180184.1,23.603,3.123565645063876,11.512925464970229,0.4820000000000046,0.1194285714285715,0.0591428571428572
"('chrII', 393180, 393510)",+,NM_001178426.2,17.419,2.4651040224918206,11.512925464970229,0.6477142857142832,0.029857142857142818,0.11357142857142906
"('chrX', 435227, 435343)",+,NM_001181435.1,27.204,3.6888794541139363,11.512925464970229,0.8097142857142892,0.058571428571428594,0.3692857142857157
"('chrXVI', 623577, 623710)",+,NM_001184125.1,22.491999999999997,3.611918412977808,11.512925464970229,0.7754285714285727,0.5447142857142845,0.2878571428571432
"('chrIII', 107191, 107287)",+,NM_001184518.1,8.341000000000001,11.512925464970229,11.512925464970229,0.7864285714285697,0.029714285714285693,0.4677142857142873
"('chrIII', 107033, 107110)",+,NM_001184518.1,34.615,11.512925464970229,0.14850000831844395,0.4104285714285702,0.6781428571428508,0.22214285714285734
"('chrXVI', 883387, 883486)",+,NM_001184525.1,35.241,11.512925464970229,11.512925464970229,0.39000000000000323,0.2612857142857125,0.4389999999999995
