ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 78)",+,,11.843,1.579879110192556,11.512925464970229,0.5825714285714283,0.06,0.4401428571428545,0.0,0.0,12.607,0.45714285714285713
"('chrI', 1, 219)",+,,21.112,6.907755278982137,11.512925464970229,0.2294285714285692,0.8538571428571425,0.5734285714285687,-6.0200000000000005,0.0,22.536,0.326605504587156
"('chrI', 1, 65)",+,,16.609,11.512925464970229,11.512925464970229,0.3537142857142863,0.7277142857142854,0.7581428571428559,0.0,0.0,13.233,0.509375
"('chrI', 1, 72)",+,,14.429,11.512925464970229,11.512925464970229,0.589857142857144,0.4704285714285731,0.9847142857142852,0.0,0.0,12.827,0.37746478873239436
"('chrI', 1, 61)",+,,11.574,1.546463113272712,11.512925464970229,0.4194285714285731,0.1997142857142859,0.4054285714285699,0.0,0.0,8.679,0.5133333333333334
"('chrI', 1, 71)",+,,18.792,11.512925464970229,5.298317366548036,0.568285714285711,0.4438571428571443,0.2865714285714253,0.0,0.0,15.554,0.4714285714285714
"('chrI', 1, 71)",+,,14.417,2.430418464503931,2.796881414808826,0.3997142857142864,0.2591428571428581,0.6388571428571383,0.0,0.0,7.726,0.4371428571428571
"('chrI', 1, 63)",+,,17.498,11.512925464970229,11.512925464970229,0.0391428571428571,0.2544285714285691,0.4961428571428545,0.0,0.0,9.678,0.4225806451612904
"('chrI', 1, 74)",+,,23.597,11.512925464970229,11.512925464970229,0.6504285714285679,0.2308571428571409,0.7918571428571411,0.0,0.0,15.171,0.5438356164383562
"('chrI', 1, 106)",+,,33.228,6.907755278982137,11.512925464970229,0.8029999999999987,0.8325714285714296,0.5978571428571409,-1.6,-0.6,15.781,0.5609523809523809
"('chrI', 1, 82)",+,,13.548,0.7874578600311866,11.512925464970229,0.4955714285714279,0.2827142857142858,0.2695714285714264,0.0,0.0,13.242,0.5419753086419752
"('chrI', 1, 58)",+,,14.803,1.3586791940869172,11.512925464970229,0.3187142857142858,0.1857142857142856,0.355285714285714,0.0,0.0,8.817,0.512280701754386
"('chrI', 1, 92)",+,,4.165,0.083381608939051,11.512925464970229,0.8497142857142814,0.0354285714285714,0.6975714285714293,-0.9,0.0,22.477,0.45274725274725275
"('chrI', 1, 435)",+,,20.939,1.5050778971098575,3.123565645063876,0.4209999999999999,0.4161428571428586,0.3387142857142883,-9.9,0.0,21.206,0.2336405529953917
"('chrI', 1, 105)",+,,48.292,5.298317366548036,11.512925464970229,0.1038571428571428,0.0992857142857141,0.4711428571428593,0.0,0.0,8.144,0.6653846153846154
"('chrI', 1, 81)",+,,20.105,2.645075401940822,2.312635428847547,0.4202857142857154,0.1931428571428569,0.7774285714285714,0.0,0.0,15.772,0.47750000000000004
"('chrI', 1, 79)",+,,8.507,0.6792442753909539,3.575550768806933,0.4668571428571445,0.058,0.4705714285714277,0.0,0.0,14.695,0.5089743589743588
"('chrI', 1, 72)",+,,6.977,0.2890162954649176,11.512925464970229,0.5942857142857134,0.0880000000000002,0.4504285714285691,0.0,0.0,12.429,0.5492957746478873
"('chrI', 1, 283)",+,,25.061,11.512925464970229,5.298317366548036,0.0134285714285714,0.7521428571428564,0.6951428571428487,-13.363265306122473,0.0,27.485,0.31737588652482274
"('chrI', 1, 101)",+,,20.359,5.809142990314028,11.512925464970229,0.6599999999999975,0.8345714285714328,0.2789999999999971,-3.155172413793104,0.0,17.048,0.37600000000000006
"('chrI', 1, 91)",+,,32.428,4.8283137373023015,4.8283137373023015,0.4965714285714308,0.293571428571426,0.1002857142857144,0.0,0.0,15.501,0.45999999999999996
