ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 416)",+,,57.837,11.512925464970229,11.512925464970229,0.1545714285714277,0.2094285714285697,0.3698571428571411,0.0,-4.581443298969073,24.657,0.23542168674698796
"('chrI', 1, 70)",+,,19.934,3.036554268074246,11.512925464970229,0.5594285714285668,0.2657142857142858,0.6928571428571347,0.0,0.0,15.685,0.344927536231884
"('chrI', 1, 160)",+,,15.997,1.2073117055914506,0.0714960017050699,0.614571428571427,0.91957142857143,0.4831428571428521,0.0,-6.085416666666672,18.418,0.25408805031446546
"('chrI', 1, 548)",+,,69.108,11.512925464970229,11.512925464970229,0.441000000000002,0.4415714285714306,0.5557142857142828,0.0,-2.466666666666667,25.4,0.18427787934186474
"('chrI', 1, 551)",+,,39.234,11.512925464970229,11.512925464970229,0.8632857142857131,0.2169999999999983,0.5767142857142838,0.0,0.0,24.306,0.17672727272727273
"('chrI', 1, 88)",+,,19.054,11.512925464970229,11.512925464970229,0.4478571428571437,0.096,0.6759999999999929,0.0,0.0,13.846,0.27471264367816095
"('chrI', 1, 84)",+,,25.57,11.512925464970229,11.512925464970229,0.1747142857142857,0.3227142857142862,0.6382857142857099,-1.2,0.0,9.161,0.3180722891566265
"('chrI', 1, 486)",+,,56.989,11.512925464970229,11.512925464970229,0.5018571428571414,0.0820000000000001,0.8191428571428588,0.0,-6.785714285714285,20.546,0.1956701030927835
"('chrI', 1, 485)",+,,27.636,11.512925464970229,11.512925464970229,0.7742857142857144,0.2909999999999967,0.4732857142857151,0.0,-14.221999999999987,33.354,0.20537190082644624
"('chrI', 1, 564)",+,,36.324,3.0159349808715104,11.512925464970229,0.4612857142857133,0.286,0.6862857142857159,-7.433333333333334,-2.7873015873015876,21.453,0.12184724689165186
"('chrI', 1, 552)",+,,36.866,11.512925464970229,11.512925464970229,0.4150000000000033,0.1141428571428571,0.4822857142857162,0.0,-4.506896551724138,35.782,0.15517241379310345
"('chrI', 1, 373)",+,,18.984,11.512925464970229,11.512925464970229,0.6498571428571389,0.1115714285714287,0.4464285714285697,0.0,-12.061999999999985,33.858,0.16612903225806455
"('chrI', 1, 114)",+,,8.313,1.1907275775759154,0.4992264879226388,0.4731428571428554,0.3411428571428571,0.5902857142857116,-5.4,-1.4000000000000001,19.467,0.3610619469026549
"('chrI', 1, 85)",+,,23.62,1.7660917224794772,6.907755278982137,0.1312857142857146,0.4581428571428591,0.6967142857142776,-2.7,0.0,20.588,0.4226190476190477
"('chrI', 1, 118)",+,,29.526,4.605170185988091,5.521460917862246,0.8289999999999987,0.4151428571428568,0.3922857142857159,0.0,-2.0,16.278,0.19572649572649575
"('chrI', 1, 549)",+,,38.108,6.907755278982137,4.422848629194137,0.6325714285714283,0.3139999999999996,0.5839999999999999,-5.928571428571429,-4.90952380952381,24.751,0.14945255474452554
"('chrI', 1, 89)",+,,20.524,2.137070654516472,11.512925464970229,0.5352857142857111,0.3251428571428575,0.2195714285714274,-2.2800000000000002,0.0,8.234,0.3022727272727273
"('chrI', 1, 514)",+,,51.013,5.115995809754082,11.512925464970229,0.2898571428571429,0.4614285714285702,0.2605714285714259,-11.812499999999995,-9.715384615384622,22.805,0.17933723196881088
"('chrI', 1, 513)",+,,34.332,5.521460917862246,6.907755278982137,0.5972857142857132,0.3529999999999998,0.2912857142857143,0.0,-5.835416666666667,24.574,0.159375
"('chrI', 1, 527)",+,,36.15,11.512925464970229,11.512925464970229,0.9802857142857144,0.695142857142849,0.4659999999999981,0.0,-3.889552238805973,36.303,0.19220532319391634
"('chrI', 1, 284)",+,,46.998,11.512925464970229,11.512925464970229,0.6278571428571391,0.7109999999999939,0.711285714285714,-11.8,-7.633333333333339,17.242,0.2176678445229682
"('chrI', 1, 85)",+,,22.872,5.298317366548036,6.214608098422191,0.685285714285716,0.1858571428571419,0.3914285714285723,0.0,0.0,11.866,0.275
"('chrI', 1, 119)",+,,21.181,6.214608098422191,11.512925464970229,0.4512857142857127,0.6638571428571377,0.858428571428577,0.0,-4.378125000000007,12.944,0.2254237288135593
"('chrI', 1, 133)",+,,33.923,2.198225077669803,2.2537949288246137,0.4299999999999996,0.1971428571428573,0.5544285714285716,0.0,-5.699999999999999,18.667,0.3363636363636363
"('chrI', 1, 507)",+,,6.981,0.1381133021296342,0.0030045090202987,0.594571428571423,0.8062857142857136,0.1214285714285718,-10.4,-12.5,19.891,0.16897233201581024
"('chrI', 1, 56)",+,,11.846,0.6520052372287701,11.512925464970229,0.6455714285714261,0.2222857142857137,0.5212857142857107,0.0,0.0,11.664,0.29818181818181816
"('chrI', 1, 99)",+,,21.484,11.512925464970229,11.512925464970229,0.522142857142856,0.0731428571428572,0.1639999999999999,-1.3333333333333328,0.0,9.006,0.30918367346938774
"('chrI', 1, 434)",+,,27.173,11.512925464970229,1.8140050781753747,0.7088571428571339,0.3074285714285716,0.343999999999999,0.0,-3.7000000000000006,41.332,0.15912240184757506
"('chrI', 1, 562)",+,,44.04,11.512925464970229,6.907755278982137,0.5774285714285662,0.2817142857142827,0.0001428571428571,0.0,0.0,38.399,0.20106951871657755
