ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 91)",+,,12.996,5.809142990314028,11.512925464970229,0.6888571428571445,0.2570000000000002,0.3607142857142846,-4.099999999999996,0.0,10.901,0.27999999999999997
"('chrI', 1, 367)",+,,17.203,5.115995809754082,2.764620552590604,0.354714285714285,0.1807142857142858,0.4614285714285718,-11.895652173913039,-2.7689655172413783,21.766,0.23005464480874319
"('chrI', 1, 114)",+,,22.2,3.816712825623821,5.298317366548036,0.5437142857142858,0.1292857142857139,0.4298571428571421,0.0,-6.94285714285714,14.014,0.2672566371681416
"('chrI', 1, 76)",+,,5.103,0.9213032736976992,11.512925464970229,0.8447142857142891,0.0182857142857142,0.4928571428571434,0.0,0.0,16.502,0.36666666666666664
"('chrI', 1, 129)",+,,34.449,6.907755278982137,11.512925464970229,0.6134285714285684,0.1047142857142852,0.1861428571428557,0.0,0.0,21.934,0.35859375
"('chrI', 1, 507)",+,,8.378,11.512925464970229,11.512925464970229,0.6295714285714283,0.0638571428571428,0.4412857142857161,-15.081632653061215,0.0,36.175,0.26877470355731226
"('chrI', 1, 385)",+,,15.153,3.912023005428146,11.512925464970229,0.6514285714285709,0.3310000000000008,0.2221428571428571,-12.4,-1.3,19.939,0.15703125
"('chrI', 1, 98)",+,,7.303,0.1815218766233903,11.512925464970229,0.5347142857142829,0.0549999999999999,0.6714285714285689,0.0,-4.325,19.899,0.3164948453608247
"('chrI', 1, 117)",+,,14.278,4.017383521085972,0.0408219945202551,0.3565714285714281,0.6129999999999971,0.7341428571428572,-4.700000000000002,-10.860869565217397,22.169,0.20517241379310347
"('chrI', 1, 86)",+,,5.883,0.1660545843300827,11.512925464970229,0.8631428571428612,0.0148571428571428,0.2811428571428545,0.0,0.0,10.368,0.2764705882352941
"('chrI', 1, 70)",+,,15.854,11.512925464970229,5.809142990314028,0.7127142857142761,0.0237142857142857,0.2068571428571411,0.0,0.0,9.123,0.24927536231884057
"('chrI', 1, 76)",+,,2.53,0.0080321716972642,11.512925464970229,0.641714285714282,0.2598571428571397,0.4932857142857106,0.0,0.0,16.148,0.34933333333333333
"('chrI', 1, 309)",+,,25.562,3.863232841258714,11.512925464970229,0.7501428571428544,0.5704285714285712,0.3831428571428575,-12.843157894736837,0.0,23.268,0.32532467532467535
