ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens
"('chrI', 1, 399)",+,,24.549,11.512925464970229,11.512925464970229,0.575142857142858,0.0298571428571428,0.7114285714285615,-13.225999999999976,0.0,30.864,0.27462311557788943
"('chrI', 1, 155)",+,,19.493,2.5902671654458267,3.0576076772720784,0.4598571428571414,0.4412857142857126,0.4831428571428577,-12.246666666666654,-0.6,23.531,0.3597402597402597
"('chrI', 1, 192)",+,,27.204,6.214608098422191,11.512925464970229,0.4509999999999993,0.1450000000000001,0.2504285714285699,-4.584210526315785,-8.064516129032265,18.072,0.3612565445026178
"('chrI', 1, 108)",+,,35.755,3.123565645063876,2.8473122684357177,0.746999999999991,0.8257142857142881,0.3934285714285718,0.0,-6.8,22.844,0.497196261682243
"('chrI', 1, 104)",+,,29.671,11.512925464970229,6.907755278982137,0.7698571428571445,0.0255714285714285,0.3901428571428572,0.0,0.0,18.539,0.46796116504854374
"('chrI', 1, 98)",+,,21.827,11.512925464970229,11.512925464970229,0.5692857142857122,0.1872857142857135,0.6758571428571364,-3.7066666666666648,0.0,15.158,0.3443298969072165
"('chrI', 1, 326)",+,,14.872,6.214608098422191,2.002480500543708,0.5885714285714266,0.577428571428567,0.8511428571428602,-6.5156862745098065,0.0,33.039,0.24892307692307694
"('chrI', 1, 427)",+,,30.811,11.512925464970229,4.422848629194137,0.6557142857142864,0.5019999999999988,0.3984285714285686,0.0,-3.3454545454545457,25.334,0.24530516431924881
"('chrI', 1, 489)",+,,35.658,6.907755278982137,11.512925464970229,0.2231428571428575,0.0515714285714285,0.3497142857142882,0.0,-3.6629213483146126,26.37,0.17602459016393443
"('chrI', 1, 505)",+,,29.989,11.512925464970229,2.563949857128453,0.1078571428571425,0.6722857142857104,0.3512857142857145,0.0,-1.366666666666667,22.193,0.23472222222222222
"('chrI', 1, 67)",+,,10.461,11.512925464970229,11.512925464970229,0.4464285714285707,0.0885714285714288,0.5291428571428567,0.0,0.0,9.336,0.37575757575757585
"('chrI', 1, 371)",+,,26.236,11.512925464970229,11.512925464970229,0.6501428571428561,0.4215714285714269,0.4985714285714284,0.0,-2.3999999999999986,19.489,0.28837837837837843
"('chrI', 1, 239)",+,,42.664,11.512925464970229,11.512925464970229,0.1451428571428571,0.4171428571428591,0.120285714285714,0.0,0.0,15.916,0.3302521008403361
"('chrI', 1, 449)",+,,19.273,11.512925464970229,11.512925464970229,0.4824285714285709,0.3748571428571411,0.2905714285714287,0.0,0.0,32.962,0.27544642857142854
"('chrI', 1, 185)",+,,11.783,0.8486320834003402,0.6655320135269719,0.6327142857142832,0.440857142857145,0.4922857142857138,-9.3,-2.5,16.347,0.3798913043478261
